feature_id,source_path,column_name,materialization,categorical_encoding,numeric_scaling,missingness
F012,1d.timeframe,F012__1d__timeframe,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1d.trend_strength,F012__1d__trend_strength,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.atr,F012__1mo__atr,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.close,F012__1mo__close,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.confidence,F012__1mo__confidence,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.direction,F012__1mo__direction,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.efficiency_ratio,F012__1mo__efficiency_ratio,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.evidence.ema21,F012__1mo__evidence__ema21,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.evidence.ema50,F012__1mo__evidence__ema50,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.evidence.ema8,F012__1mo__evidence__ema8,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.evidence.return10_pct,F012__1mo__evidence__return10_pct,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.momentum_score,F012__1mo__momentum_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.realized_volatility,F012__1mo__realized_volatility,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.structure,F012__1mo__structure,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.timeframe,F012__1mo__timeframe,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1mo.trend_strength,F012__1mo__trend_strength,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.atr,F012__1w__atr,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.close,F012__1w__close,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.confidence,F012__1w__confidence,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.direction,F012__1w__direction,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.efficiency_ratio,F012__1w__efficiency_ratio,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.evidence.ema21,F012__1w__evidence__ema21,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.evidence.ema50,F012__1w__evidence__ema50,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.evidence.ema8,F012__1w__evidence__ema8,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.evidence.return10_pct,F012__1w__evidence__return10_pct,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.momentum_score,F012__1w__momentum_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.realized_volatility,F012__1w__realized_volatility,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.structure,F012__1w__structure,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.timeframe,F012__1w__timeframe,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F012,1w.trend_strength,F012__1w__trend_strength,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,absorption_score,F051__absorption_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,accumulation_score,F051__accumulation_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,breakdown_confirmation_score,F051__breakdown_confirmation_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,breakout_confirmation_score,F051__breakout_confirmation_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,close_location_value,F051__close_location_value,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,distribution_score,F051__distribution_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,dry_up_score,F051__dry_up_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.absorption_side,F051__evidence__absorption_side,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.average_volume_20d,F051__evidence__average_volume_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.average_volume_60d,F051__evidence__average_volume_60d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.climactic_volume,F051__evidence__climactic_volume,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.cmf_20d,F051__evidence__cmf_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.dry_up_ratio_5d_vs_20d,F051__evidence__dry_up_ratio_5d_vs_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.elevated_volume_sessions_10d,F051__evidence__elevated_volume_sessions_10d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.price_change_1d,F051__evidence__price_change_1d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.price_return_20d,F051__evidence__price_return_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.range_ratio_vs_20d_median,F051__evidence__range_ratio_vs_20d_median,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.signed_volume_flow_20d,F051__evidence__signed_volume_flow_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.version,F051__evidence__version,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,evidence.volume_1d,F051__evidence__volume_1d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,institutional_participation_score,F051__institutional_participation_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,persistence_score,F051__persistence_score,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,regime,F051__regime,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,relative_volume_1d,F051__relative_volume_1d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,relative_volume_20d,F051__relative_volume_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,relative_volume_5d,F051__relative_volume_5d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,signal,F051__signal,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,up_down_volume_ratio_20d,F051__up_down_volume_ratio_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,volume_percentile_60d,F051__volume_percentile_60d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
F051,volume_zscore_20d,F051__volume_zscore_20d,SCALAR_EXACT_PATH,ONE_HOT_IF_STRING_FIXED_FROM_DEVELOPMENT_TRAIN_FOLD_ONLY,STANDARDIZE_FROM_TRAIN_FOLD_ONLY,EXPLICIT_MISSING_INDICATOR_PLUS_NO_GLOBAL_IMPUTATION
