symbol,signal,strategy,sector,ai_score,base_ai_score,dealer_score_adjustment,dealer_context_status,dealer_snapshot_date,institutional_positioning_score,positioning_label,gamma_regime,gamma_flip,primary_call_wall,primary_put_wall,range_probability,breakout_probability,market_structure_confidence,confidence,underlying_price,strike,expiry,spread_pct,option_volume,open_interest,quote_timestamp,option_data_source,price_source,last_price,ask,bid,contract_ticker,dte,option_entry,target_price,stop_price,contracts,estimated_cost,max_risk,estimated_reward,reward_risk_ratio,delta,gamma,theta,vega,rho,volatility,market_regime,technical_score,greeks_score,regime_score,volatility_score,risk_score,portfolio_penalty,portfolio_notes,ranking_reason,trade_notes
STT,CALL,LONG_CALL,Unknown,88.05135116041853,83.7902018424094,4.26114931800913,FRESH,2026-07-24,41.475113804440085,NEUTRAL,NEGATIVE_GAMMA,,175.0,180.0,35.0,75.0,90.0,HIGH,184.2100067138672,190.0,2026-11-20,0.10970464135021103,81,108,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,11.86,12.5,11.2,O:STT261120C00190000,119,11.85,15.405,10.0725,1,1185.0,177.75,355.5,2.0,0.48926582640074556,0.011786171594259291,-0.059085957047009266,0.4194967701982555,0.0,0.32026169967489826,BULL_TREND,80.0,67.16080736963762,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=67.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=190.00; spot=184.21; target |delta|=0.45; estimated delta=0.3811; moneyness=1.79%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.26, confidence=90.00.",Live contract: O:STT261120C00190000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
RF,CALL,LONG_CALL,Unknown,88.01203644571788,83.0877090375185,4.924327408199394,FRESH,2026-07-24,41.6263736206699,NEUTRAL,NEGATIVE_GAMMA,,32.0,25.0,35.0,75.0,90.0,HIGH,30.65999984741211,31.0,2026-11-20,0.15789473684210517,60,223,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,1.54,2.05,1.75,O:RF261120C00031000,119,1.9,2.4699999999999998,1.615,10,1900.0,284.99999999999994,569.9999999999999,2.0,0.51239245002075,0.08005885612921329,-0.008160976431584853,0.06890540293128314,0.0,0.2882580329736412,BULL_TREND,70.0,80.350836150074,100.0,100.0,100.0,0.0,,"Technical=70.0 | Greeks=80.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=31.00; spot=30.66; target |delta|=0.45; estimated delta=0.5690; moneyness=1.11%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.92, confidence=90.00.",Live contract: O:RF261120C00031000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
AMGN,CALL,LONG_CALL,Unknown,87.91100320205989,82.68885378188635,5.22214942017354,FRESH,2026-07-24,41.997520201146074,NEUTRAL,NEGATIVE_GAMMA,,440.0,330.0,35.0,75.0,90.0,HIGH,371.5,375.0,2026-07-31,0.17490494296577952,53,251,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.38,7.15,6.0,O:AMGN260731C00375000,7,6.575,8.547500000000001,5.58875,3,1972.5000000000002,295.875,591.7500000000003,2.0000000000000013,0.47063447758559196,0.021677911603496924,-0.5328605239160634,0.20578715198888406,0.0,0.3576097939996395,BULL_TREND,80.0,62.7554151275454,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=62.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=375.00; spot=371.50; target |delta|=0.45; estimated delta=0.0047; moneyness=0.94%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.22, confidence=90.00.",Live contract: O:AMGN260731C00375000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
WFC,CALL,LONG_CALL,Unknown,87.64737933277267,82.44048114728292,5.206898185489749,FRESH,2026-07-24,43.86083073806357,NEUTRAL,NEGATIVE_GAMMA,,90.0,80.0,35.0,75.0,90.0,HIGH,86.19000244140625,90.0,2026-11-20,0.04999999999999993,10,4416,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,4.0,4.1,3.9,O:WFC261120C00090000,119,4.0,5.2,3.4,5,2000.0,300.00000000000006,600.0000000000001,2.0,0.43395530111735015,0.029383793180587894,-0.023592660278863902,0.1983373570156554,0.0,0.2732346700173907,BULL_TREND,70.0,77.76192458913167,100.0,100.0,100.0,0.0,,"Technical=70.0 | Greeks=77.8 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=90.00; spot=86.19; target |delta|=0.45; estimated delta=0.6080; moneyness=0.94%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+5.21, confidence=90.00.",Live contract: O:WFC261120C00090000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
SYY,CALL,LONG_CALL,Unknown,87.54197253994275,83.29485641290847,4.247116127034278,FRESH,2026-07-24,41.260815538774025,NEUTRAL,NEGATIVE_GAMMA,,85.0,75.0,45.0,65.0,90.0,HIGH,81.7300033569336,85.0,2026-11-20,0.15789473684210517,111,249,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.9,4.1,3.5,O:SYY261120C00085000,119,3.8,4.9399999999999995,3.23,5,1900.0,284.99999999999994,569.9999999999999,2.0,0.46261372724035255,0.03455470735628192,-0.019262216829151853,0.1879250683153785,0.0,0.24254672687034207,BULL_TREND,70.0,81.17942565163386,100.0,100.0,100.0,0.0,,"Technical=70.0 | Greeks=81.2 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=85.00; spot=81.73; target |delta|=0.45; estimated delta=0.4342; moneyness=1.55%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.25, confidence=90.00.",Live contract: O:SYY261120C00085000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
USB,CALL,LONG_CALL,Unknown,87.51262970174379,86.3420244282824,1.1706052734613879,FRESH,2026-07-24,40.843800875360245,NEUTRAL,NEGATIVE_GAMMA,,65.0,55.0,35.0,75.0,90.0,HIGH,63.33000183105469,65.0,2026-10-16,0.07604562737642592,178,603,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,2.2,2.73,2.53,O:USB261016C00065000,84,2.63,3.419,2.2355,7,1841.0,276.1499999999999,552.3000000000002,2.0000000000000013,0.4712075435585446,0.05198343923451338,-0.018346326244581337,0.12146896623765505,0.0,0.2504795958342024,BULL_TREND,80.0,77.3680977131296,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=77.4 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=65.00; spot=63.33; target |delta|=0.45; estimated delta=0.4384; moneyness=1.06%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+1.17, confidence=90.00.",Live contract: O:USB261016C00065000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
SJM,CALL,LONG_CALL,Unknown,87.43696930650802,83.75144660133073,3.6855227051772887,FRESH,2026-07-24,39.093641228844916,MODERATELY_BEARISH,NEGATIVE_GAMMA,,115.0,100.0,35.0,75.0,90.0,HIGH,115.70999908447266,125.0,2026-10-16,0.1866666666666666,20,275,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,3.8,4.1,3.4,O:SJM261016C00125000,84,3.75,4.875,3.1875,5,1875.0,281.25,562.5,2.0,0.361995570251679,0.023339043509553372,-0.03565913339712729,0.19906119688483578,0.0,0.288382335595533,BULL_TREND,80.0,67.00578640532292,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=67.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=125.00; spot=115.71; target |delta|=0.45; estimated delta=0.3173; moneyness=1.55%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.69, confidence=90.00.",Live contract: O:SJM261016C00125000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
MTB,CALL,LONG_CALL,Unknown,87.4255499830022,83.23344758559014,4.192102397412059,FRESH,2026-07-24,39.94446359899813,MODERATELY_BEARISH,NEGATIVE_GAMMA,,270.0,190.0,35.0,75.0,79.749,HIGH,245.97000122070312,250.0,2026-10-16,0.22018348623853218,164,202,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,10.02,12.1,9.7,O:MTB261016C00250000,84,10.899999999999999,14.169999999999998,9.264999999999999,1,1089.9999999999998,163.49999999999997,326.99999999999994,2.0,0.5233248651613007,0.01485895044542704,-0.06907599930154834,0.47030876193916527,0.0,0.2276598603943898,BULL_TREND,80.0,64.93379034236055,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=64.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=250.00; spot=245.97; target |delta|=0.45; estimated delta=0.2208; moneyness=1.64%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.19, confidence=79.75.",Live contract: O:MTB261016C00250000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
MET,CALL,LONG_CALL,Unknown,87.33960175991187,82.64737492535949,4.692226834552386,FRESH,2026-07-24,41.98080942161341,NEUTRAL,NEGATIVE_GAMMA,,95.0,77.5,35.0,75.0,90.0,HIGH,92.54000091552734,92.5,2026-11-20,0.17142857142857132,201,201,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.03,7.6,6.4,O:MET261120C00092500,119,7.0,9.1,5.95,2,1400.0,209.99999999999997,419.99999999999994,2.0,0.5942349873809755,0.026809633827319636,-0.023701601931076736,0.20865061621719933,0.0,0.26658188711238545,BULL_TREND,65.0,86.58949970143796,100.0,100.0,100.0,0.0,,"Technical=65.0 | Greeks=86.6 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Greeks are in preferred range. | Target-delta strike=92.50; spot=92.54; target |delta|=0.45; estimated delta=0.4130; moneyness=1.58%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.69, confidence=90.00.",Live contract: O:MET261120C00092500. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
XLU,CALL,LONG_CALL,Unknown,86.96645583572487,82.74546678290194,4.220989052822931,FRESH,2026-07-24,38.207539198058015,MODERATELY_BEARISH,NEGATIVE_GAMMA,,45.0,30.0,35.0,75.0,90.0,HIGH,46.189998626708984,46.5,2026-07-31,0.1250000000000001,1050,7710,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,0.33,0.34,0.3,O:XLU260731C00046500,7,0.32,0.41600000000000004,0.272,50,1600.0,239.99999999999994,480.00000000000017,2.0000000000000013,0.4281149069356632,0.38807606238745673,-0.028759388920074503,0.02553070144483223,0.0,0.15827828034575145,BULL_TREND,80.0,62.981867131607764,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=63.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=46.50; spot=46.19; target |delta|=0.45; estimated delta=0.0000; moneyness=1.75%. | expiration_mode=automatic; selected_dte=7. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+4.22, confidence=90.00.",Live contract: O:XLU260731C00046500. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
AEP,CALL,LONG_CALL,Unknown,86.7254639417429,81.75265042601292,4.9728135157299835,FRESH,2026-07-24,41.05979013614162,NEUTRAL,NEGATIVE_GAMMA,,140.0,125.0,35.0,75.0,90.0,HIGH,134.9199981689453,140.0,2026-11-20,0.16000000000000014,11,1173,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,4.82,5.4,4.6,O:AEP261120C00140000,119,5.0,6.5,4.25,4,2000.0,300.0,600.0,2.0,0.42282719452487855,0.022882676964911666,-0.028137066769357316,0.30802156875855685,0.0,0.22193176869040684,BULL_TREND,70.0,75.01060170405168,100.0,100.0,100.0,0.0,,"Technical=70.0 | Greeks=75.0 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=140.00; spot=134.92; target |delta|=0.45; estimated delta=0.3052; moneyness=1.91%. | expiration_mode=automatic; selected_dte=119. | Dealer positioning NEUTRAL (NEGATIVE_GAMMA), adjustment=+4.97, confidence=90.00.",Live contract: O:AEP261120C00140000. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
WRB,CALL,LONG_CALL,Unknown,86.72014465040057,82.98702613671682,3.7331185136837446,FRESH,2026-07-24,37.67640657962468,MODERATELY_BEARISH,NEGATIVE_GAMMA,,72.0,67.0,45.0,65.0,70.287,HIGH,73.43000030517578,69.5,2026-10-16,0.10000000000000009,59,233,2026-07-24,POLYGON_PERSISTED,POLYGON_PERSISTED_QUOTE,7.7,8.4,7.6,O:WRB261016C00069500,84,8.0,10.4,6.8,2,1600.0,240.00000000000003,480.00000000000006,2.0,0.7374790849651526,0.029082254273076612,-0.022469188554752564,0.11793425373688315,0.0,0.307760123486507,BULL_TREND,80.0,63.94810454686725,100.0,100.0,100.0,0.0,,"Technical=80.0 | Greeks=63.9 | Regime=100.0 | Volatility=100.0 | Risk=100.0 | Signal aligned with market regime. | Target-delta strike=69.50; spot=73.43; target |delta|=0.45; estimated delta=0.5479; moneyness=0.78%. | expiration_mode=automatic; selected_dte=84. | Dealer positioning MODERATELY_BEARISH (NEGATIVE_GAMMA), adjustment=+3.73, confidence=70.29.",Live contract: O:WRB261016C00069500. | Entry source: POLYGON_PERSISTED_QUOTE; quote time: 2026-07-24. | High AI score candidate. | Bullish options candidate.
