symbol,entry_date,signal,strategy,pricing_source,option_symbol,entry_price,contracts,reason,rank_score,option_score
AAPL,2026-03-25,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-03-26,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-03-29,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-03-30,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-04-19,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AAPL,2026-04-22,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AAPL,2026-04-23,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AAPL,2026-05-03,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AAPL,2026-05-05,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AAPL,2026-05-06,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-07,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,60.0,60.0
AAPL,2026-05-10,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-11,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-12,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-13,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-14,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-17,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-18,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-19,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AAPL,2026-05-20,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-21,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-25,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-26,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-27,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-28,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AAPL,2026-05-31,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-01-21,PUT,LONG_PUT,,,6.0,0,NO_OPTION_EXIT_PRICES,65.0,65.0
MSFT,2026-01-28,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-01-29,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-01,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-02,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-03,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-04,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-05,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-08,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-09,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-10,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-11,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-12,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-16,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-17,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-18,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-19,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-22,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-23,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-24,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-02-26,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-01,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-02,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-17,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-19,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-22,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-23,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-24,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-25,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-26,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-29,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-30,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-03-31,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-01,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-05,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-06,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-07,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-08,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
MSFT,2026-04-09,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-01-21,CALL,LONG_CALL,,,3.15,0,NO_OPTION_EXIT_PRICES,65.0,65.0
AMZN,2026-01-22,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-01-25,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-01,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,60.0,60.0
AMZN,2026-02-02,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,60.0,60.0
AMZN,2026-02-12,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-16,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-17,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-18,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-23,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-24,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-02-25,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-03-23,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-03-24,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-03-25,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-03-26,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-03-29,PUT,LONG_PUT,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-04-12,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-14,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-15,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-16,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-19,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-20,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-04-21,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,60.0,60.0
AMZN,2026-04-22,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-04-23,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,60.0,60.0
AMZN,2026-04-26,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-04-27,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-04-28,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,65.0,65.0
AMZN,2026-04-29,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-04-30,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-03,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-04,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-05,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-06,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-07,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-10,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-11,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-12,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
AMZN,2026-05-14,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,70.0,70.0
AMZN,2026-05-17,CALL,LONG_CALL,,,0.0,0,NO_HISTORICAL_ENTRY_CONTRACT,80.0,80.0
